"date","hour","metrics","value"
"20171231","0","SO2",4.12121212121212
"20171231","0","NO2",43.5454545454545
"20171231","0","O3",19.6363636363636
"20171231","0","CO",0.825
"20171231","1","SO2",3.97058823529412
"20171231","1","NO2",38.0882352941176
"20171231","1","O3",23.7352941176471
"20171231","1","CO",0.86969696969697
"20171231","2","SO2",3.97058823529412
"20171231","2","NO2",35.7941176470588
"20171231","2","O3",24.1764705882353
"20171231","2","CO",0.960606060606061
"20171231","3","SO2",4.58823529411765
"20171231","3","NO2",37.7941176470588
"20171231","3","O3",22.8529411764706
"20171231","3","CO",0.842424242424242
"20171231","4","SO2",4.85294117647059
"20171231","4","NO2",40.9117647058824
"20171231","4","O3",15.4444444444444
"20171231","4","CO",0.806060606060606
"20171231","5","SO2",4.85294117647059
"20171231","5","NO2",42.4705882352941
"20171231","5","O3",14.1176470588235
"20171231","5","CO",0.9
"20171231","6","SO2",5.17647058823529
"20171231","6","NO2",47.4117647058824
"20171231","6","O3",10.9705882352941
"20171231","6","CO",1.02727272727273
"20171231","7","SO2",5.87878787878788
"20171231","7","NO2",49.4545454545455
"20171231","7","O3",9.6969696969697
"20171231","7","CO",1.03125
"20171231","8","SO2",6.64705882352941
"20171231","8","NO2",50.9117647058824
"20171231","8","O3",8.23529411764706
"20171231","8","CO",1.11818181818182
"20171231","9","SO2",7.55882352941176
"20171231","9","NO2",51.2058823529412
"20171231","9","O3",9.02941176470588
"20171231","9","CO",1.30909090909091
"20171231","10","SO2",7.84848484848485
"20171231","10","NO2",47.030303030303
"20171231","10","O3",15.5151515151515
"20171231","10","CO",1.16875
"20171231","11","SO2",7.5625
"20171231","11","NO2",43.3548387096774
"20171231","11","O3",23.28125
"20171231","11","CO",0.983870967741935
"20171231","12","SO2",8.14705882352941
"20171231","12","NO2",40.3333333333333
"20171231","12","O3",33.0606060606061
"20171231","12","CO",0.997058823529412
"20171231","13","SO2",8.38235294117647
"20171231","13","NO2",38.9705882352941
"20171231","13","O3",39.1176470588235
"20171231","13","CO",0.905882352941176
"20171231","14","SO2",7.88235294117647
"20171231","14","NO2",36
"20171231","14","O3",45.2058823529412
"20171231","14","CO",0.785294117647059
"20171231","15","SO2",6.94117647058824
"20171231","15","NO2",34.3823529411765
"20171231","15","O3",48.2352941176471
"20171231","15","CO",0.685294117647059
"20171231","16","SO2",6.41176470588235
"20171231","16","NO2",37.9705882352941
"20171231","16","O3",45.2941176470588
"20171231","16","CO",0.7
"20171231","17","SO2",6.58823529411765
"20171231","17","NO2",49.5
"20171231","17","O3",32.6764705882353
"20171231","17","CO",0.788235294117647
"20171231","18","SO2",7.17647058823529
"20171231","18","NO2",67.2058823529412
"20171231","18","O3",15.0882352941176
"20171231","18","CO",0.982352941176471
"20171231","19","SO2",8.73529411764706
"20171231","19","NO2",75.3529411764706
"20171231","19","O3",7
"20171231","19","CO",1.27352941176471
"20171231","20","SO2",8.61764705882353
"20171231","20","NO2",72.7941176470588
"20171231","20","O3",7.26470588235294
"20171231","20","CO",1.31176470588235
"20171231","21","SO2",9.39393939393939
"20171231","21","NO2",71.1764705882353
"20171231","21","O3",7.11764705882353
"20171231","21","CO",1.2969696969697
"20171231","22","SO2",10.9411764705882
"20171231","22","NO2",69.8235294117647
"20171231","22","O3",7.05882352941176
"20171231","22","CO",1.52941176470588
"20171231","23","SO2",10.9411764705882
"20171231","23","NO2",69.6470588235294
"20171231","23","O3",6.29411764705882
"20171231","23","CO",1.58529411764706
"20171230","0","SO2",6.63636363636364
"20171230","0","NO2",90.030303030303
"20171230","0","O3",3.48484848484848
"20171230","0","CO",3.240625
"20171230","1","SO2",6.67647058823529
"20171230","1","NO2",87.6764705882353
"20171230","1","O3",3.26470588235294
"20171230","1","CO",3.39411764705882
"20171230","2","SO2",5.61764705882353
"20171230","2","NO2",85.8235294117647
"20171230","2","O3",2.85294117647059
"20171230","2","CO",3.25588235294118
"20171230","3","SO2",5.64705882352941
"20171230","3","NO2",84.8823529411765
"20171230","3","O3",2.55882352941176
"20171230","3","CO",3.22058823529412
"20171230","4","SO2",6.08823529411765
"20171230","4","NO2",85.5
"20171230","4","O3",2.47058823529412
"20171230","4","CO",3.37352941176471
"20171230","5","SO2",6.52941176470588
"20171230","5","NO2",86.8823529411765
"20171230","5","O3",2.52941176470588
"20171230","5","CO",3.54117647058824
"20171230","6","SO2",6.47058823529412
"20171230","6","NO2",86.2941176470588
"20171230","6","O3",2.73529411764706
"20171230","6","CO",3.57941176470588
"20171230","7","SO2",6
"20171230","7","NO2",87.2121212121212
"20171230","7","O3",3.39393939393939
"20171230","7","CO",3.60909090909091
"20171230","8","SO2",5.87878787878788
"20171230","8","NO2",85.7878787878788
"20171230","8","O3",5.18181818181818
"20171230","8","CO",3.45151515151515
"20171230","9","SO2",6.5
"20171230","9","NO2",84.3529411764706
"20171230","9","O3",6.70588235294118
"20171230","9","CO",3.48529411764706
"20171230","10","SO2",7.06060606060606
"20171230","10","NO2",84.3030303030303
