"date","metrics","value"
"20171231","1",60.7083333333333
"20171231","2",54.125
"20171231","3",59.7083333333333
"20171231","4",58.8333333333333
"20171231","5",60.3333333333333
"20171231","6",53.6666666666667
"20171231","7",52.7083333333333
"20171231","8",68.6666666666667
"20171231","10",71.7083333333333
"20171231","11",59.7916666666667
"20171231","12",52.6818181818182
"20171231","13",69.125
"20171231","14",81.25
"20171231","15",69.625
"20171231","16",68.0416666666667
"20171231","17",57
"20171231","18",53.0434782608696
"20171231","19",58.625
"20171231","20",46.8260869565217
"20171231","21",48.4166666666667
"20171231","22",49.2083333333333
"20171231","23",54.7916666666667
"20171231","24",46.625
"20171231","25",58.5416666666667
"20171231","26",35.1666666666667
"20171231","27",41.375
"20171231","28",138.125
"20171231","29",201
"20171231","30",121.875
"20171231","31",67.375
"20171231","32",65.125
"20171231","33",59.2916666666667
"20171231","34",78.25
"20171231","35",68.875
"20171230","1",164.958333333333
"20171230","2",157.083333333333
"20171230","3",158.916666666667
"20171230","4",156.583333333333
"20171230","5",165.916666666667
"20171230","6",156.333333333333
"20171230","7",162.416666666667
"20171230","8",160.541666666667
"20171230","10",190.958333333333
"20171230","11",189.291666666667
"20171230","12",170.913043478261
"20171230","13",222.875
"20171230","14",207.625
"20171230","15",181.541666666667
"20171230","16",181.583333333333
"20171230","17",162.458333333333
"20171230","18",137.347826086957
"20171230","19",154.363636363636
"20171230","20",189.041666666667
"20171230","21",152.125
"20171230","22",146.416666666667
"20171230","23",90.625
"20171230","24",125.958333333333
"20171230","25",85
"20171230","26",130.291666666667
"20171230","27",176.041666666667
"20171230","28",218.04347826087
"20171230","29",339.739130434783
"20171230","30",352.125
"20171230","31",157.666666666667
"20171230","32",175.958333333333
"20171230","33",160.478260869565
"20171230","34",190.791666666667
"20171230","35",179.125
"20171229","1",240.166666666667
"20171229","2",236.958333333333
"20171229","3",221.916666666667
"20171229","4",230.958333333333
"20171229","5",222.916666666667
"20171229","6",229.291666666667
"20171229","7",218.217391304348
"20171229","8",217.125
"20171229","10",235.541666666667
"20171229","11",224.333333333333
"20171229","12",193.875
"20171229","13",244.217391304348
"20171229","14",260.875
"20171229","15",232.208333333333
"20171229","16",254.916666666667
"20171229","17",220.25
"20171229","18",207
"20171229","19",194.791666666667
"20171229","20",242.791666666667
"20171229","21",188.25
"20171229","22",175.869565217391
"20171229","23",191.125
"20171229","24",212.625
"20171229","25",179.583333333333
"20171229","26",165.25
"20171229","27",232.458333333333
"20171229","28",270.608695652174
"20171229","29",249.086956521739
"20171229","30",300.416666666667
"20171229","31",231.608695652174
"20171229","32",256.695652173913
"20171229","33",231.083333333333
"20171229","34",271.875
"20171229","35",248.166666666667
"20171228","1",152.333333333333
"20171228","2",149.708333333333
"20171228","3",142.75
"20171228","4",136.25
"20171228","5",149.863636363636
"20171228","6",145.166666666667
"20171228","7",153
"20171228","8",159.708333333333
"20171228","10",147.214285714286
"20171228","11",158.666666666667
"20171228","12",144.782608695652
"20171228","13",157.086956521739
"20171228","14",167.304347826087
"20171228","15",156.583333333333
"20171228","16",150.75
"20171228","17",127.416666666667
"20171228","18",142.47619047619
"20171228","19",141.666666666667
"20171228","20",136.772727272727
"20171228","21",112.75
"20171228","22",115.458333333333
"20171228","23",158.416666666667
"20171228","24",135.708333333333
"20171228","25",139.583333333333
"20171228","26",86.4
"20171228","27",129.2
"20171228","28",195.083333333333
"20171228","29",176.166666666667
"20171228","30",208.333333333333
"20171228","31",141.95
"20171228","32",154.85
"20171228","33",154.913043478261
"20171228","34",170
"20171228","35",157.625
"20171227","1",101.916666666667
"20171227","2",95.7083333333333
"20171227","3",102.083333333333
"20171227","4",95.5833333333333
"20171227","5",93.3333333333333
"20171227","6",93.3333333333333
"20171227","7",116.833333333333
"20171227","8",107.583333333333
"20171227","10",106.708333333333
"20171227","11",113.541666666667
"20171227","12",104.291666666667
"20171227","13",118.739130434783
"20171227","14",106
"20171227","15",89.0833333333333
"20171227","16",94.3333333333333
"20171227","17",89.2083333333333
"20171227","18",101.272727272727
"20171227","19",102.375
"20171227","20",71.5
"20171227","21",74.7916666666667
"20171227","22",84.375
"20171227","23",102.291666666667
"20171227","24",110.625
"20171227","25",98.5217391304348
"20171227","26",61.0833333333333
"20171227","27",55.75
"20171227","28",133.5
"20171227","29",106.666666666667
"20171227","30",141.5
"20171227","31",104.958333333333
"20171227","32",105.625
"20171227","33",116.416666666667
"20171227","34",113.375
"20171227","35",98.9166666666667
"20171226","1",37.375
"20171226","2",41.4166666666667
"20171226","3",41.5833333333333
"20171226","4",42.4583333333333
"20171226","5",40.5416666666667
"20171226","6",41.7083333333333
"20171226","7",37.875
"20171226","8",58.7083333333333
"20171226","10",44.9583333333333
"20171226","11",57.0869565217391
"20171226","12",36.8333333333333
"20171226","13",51.7083333333333
"20171226","14",52.75
"20171226","15",49.125
"20171226","16",46.5833333333333
"20171226","17",44.4583333333333
"20171226","18",54.5652173913044
"20171226","19",52.125
"20171226","20",56.2083333333333
"20171226","21",41.2083333333333
"20171226","22",38.125
"20171226","23",47.5833333333333
"20171226","24",41.8333333333333
"20171226","25",61.7916666666667
"20171226","26",32.0416666666667
"20171226","27",43.625
"20171226","28",65.3913043478261
"20171226","29",60.6666666666667
"20171226","30",96.4166666666667
"20171226","31",42.4583333333333
"20171226","32",43.4583333333333
"20171226","33",45.8333333333333
