"type","date","metrics","value"
"NO2","20181226","5",28
"O3","20181226","5",37.304347826087
"SO2","20181226","5",2.70833333333333
"CO","20181226","6",0.408333333333333
"NO2","20181226","6",28.2916666666667
"O3","20181226","6",37.6666666666667
"SO2","20181226","6",3.58333333333333
"CO","20181226","7",0.383333333333333
"NO2","20181226","7",33.25
"O3","20181226","7",40.25
"SO2","20181226","7",3.5
"CO","20181226","8",0.325
"NO2","20181226","8",37.4583333333333
"O3","20181226","8",23.0416666666667
"SO2","20181226","8",2.58333333333333
"CO","20181226","10",0.391666666666667
"NO2","20181226","10",31.8333333333333
"O3","20181226","10",34.125
"SO2","20181226","10",3.29166666666667
"CO","20181226","11",0.383333333333333
"NO2","20181226","11",30.4583333333333
"O3","20181226","11",34.3333333333333
"SO2","20181226","11",2.91666666666667
"CO","20181226","12",0.445833333333333
"NO2","20181226","12",18.8333333333333
"O3","20181226","12",40.5833333333333
"SO2","20181226","12",3.625
"CO","20181226","13",1.075
"NO2","20181226","13",35.0416666666667
"O3","20181226","13",35.8695652173913
"SO2","20181226","13",3.08333333333333
"CO","20181226","14",0.75
"NO2","20181226","14",37.3333333333333
"O3","20181226","14",26.625
"SO2","20181226","14",3.20833333333333
"CO","20181226","15",0.390909090909091
"NO2","20181226","15",43.1904761904762
"O3","20181226","15",26.0416666666667
"SO2","20181226","15",4.25
"CO","20181226","16",0.370833333333333
"NO2","20181226","16",26.7916666666667
"O3","20181226","16",38.4583333333333
"SO2","20181226","16",3.66666666666667
"CO","20181226","17",0.327272727272727
"NO2","20181226","17",14.0454545454545
"O3","20181226","17",54.6818181818182
"SO2","20181226","17",3.72727272727273
"CO","20181226","18",0.341666666666667
"NO2","20181226","18",24.8333333333333
"O3","20181226","18",36.7083333333333
"SO2","20181226","18",4.75
"CO","20181226","19",0.48695652173913
"NO2","20181226","19",35.2608695652174
"O3","20181226","19",30.304347826087
"SO2","20181226","19",4.43478260869565
"CO","20181226","20",0.438095238095238
"NO2","20181226","20",16.952380952381
"O3","20181226","20",49.05
"SO2","20181226","20",2.23809523809524
"CO","20181226","21",0.345454545454545
"NO2","20181226","21",16.7272727272727
"O3","20181226","21",44.4761904761905
"SO2","20181226","21",13.4782608695652
"CO","20181226","22",0.333333333333333
"NO2","20181226","22",9.54166666666667
"O3","20181226","22",48.625
"SO2","20181226","22",2.66666666666667
"CO","20181226","23",0.533333333333333
"NO2","20181226","23",26.0416666666667
"O3","20181226","23",38.125
"SO2","20181226","23",15
"CO","20181226","24",0.3375
"NO2","20181226","24",13.5416666666667
"O3","20181226","24",47.0833333333333
"SO2","20181226","24",2.58333333333333
"CO","20181226","25",0.520833333333333
"NO2","20181226","25",40.5833333333333
"O3","20181226","25",26.7916666666667
"SO2","20181226","25",8.08333333333333
"CO","20181226","26",0.3
"NO2","20181226","26",2.75
"O3","20181226","26",77.125
"SO2","20181226","26",2.41666666666667
"CO","20181226","27",0.3
"NO2","20181226","27",10.4583333333333
"O3","20181226","27",41.2083333333333
"SO2","20181226","27",1.83333333333333
"CO","20181226","28",1.12272727272727
"NO2","20181226","28",46.4545454545455
"O3","20181226","28",29.5
"SO2","20181226","28",6.95454545454545
"CO","20181226","29",0.743478260869565
"NO2","20181226","29",33.6818181818182
"O3","20181226","29",31.1818181818182
"SO2","20181226","29",5.73913043478261
"CO","20181226","30",0.45
"NO2","20181226","30",27.2916666666667
"O3","20181226","30",28.5833333333333
