"date","metrics","value"
"20151231","1",44.3333333333333
"20151231","2",48.7083333333333
"20151231","3",47.7083333333333
"20151231","4",48.3333333333333
"20151231","5",58.2083333333333
"20151231","6",54.125
"20151231","7",56.9583333333333
"20151231","8",90.2916666666667
"20151231","9",39.3333333333333
"20151231","10",64.8333333333333
"20151231","11",45.4583333333333
"20151231","12",54.7916666666667
"20151231","13",78.75
"20151231","14",69.1666666666667
"20151231","15",55.2916666666667
"20151231","16",82.8333333333333
"20151231","17",82.7916666666667
"20151231","18",63.8333333333333
"20151231","19",44.4166666666667
"20151231","20",122.291666666667
"20151231","21",72.5416666666667
"20151231","22",56.875
"20151231","23",53.6666666666667
"20151231","24",36.75
"20151231","25",42.0416666666667
"20151231","26",42.5416666666667
"20151231","27",75.2083333333333
"20151231","28",154.125
"20151231","29",165.75
"20151231","30",267.083333333333
"20151231","31",48.5
"20151231","32",55.9166666666667
"20151231","33",53
"20151231","34",54.5416666666667
"20151231","35",69.3333333333333
"20151230","1",297.041666666667
"20151230","2",288.791666666667
"20151230","3",256
"20151230","4",354.041666666667
"20151230","5",355.791666666667
"20151230","6",318.875
"20151230","7",215.083333333333
"20151230","8",230.833333333333
"20151230","9",155.5
"20151230","10",331.458333333333
"20151230","11",248.875
"20151230","12",272.458333333333
"20151230","13",356.625
"20151230","14",311.916666666667
"20151230","15",376.347826086957
"20151230","16",373.041666666667
"20151230","17",358.208333333333
"20151230","18",202.583333333333
"20151230","19",142.083333333333
"20151230","20",283.083333333333
"20151230","21",260.333333333333
"20151230","22",253.416666666667
"20151230","23",99.2083333333333
"20151230","24",181.583333333333
"20151230","25",68.9583333333333
"20151230","26",191.458333333333
"20151230","27",309.666666666667
"20151230","28",431.458333333333
"20151230","29",426.041666666667
"20151230","30",346.958333333333
"20151230","31",301.791666666667
"20151230","32",321.916666666667
"20151230","33",268.5
"20151230","34",314.208333333333
"20151230","35",365.375
"20151229","1",252.791666666667
"20151229","2",254.833333333333
"20151229","3",232.041666666667
"20151229","4",268.583333333333
"20151229","5",248.75
"20151229","6",255
"20151229","7",229.375
"20151229","8",270.333333333333
"20151229","9",183.833333333333
"20151229","10",290.875
"20151229","11",237.166666666667
"20151229","12",246.625
"20151229","13",256.458333333333
"20151229","14",342.083333333333
"20151229","15",318.208333333333
"20151229","16",287.291666666667
"20151229","17",191.75
"20151229","18",184.04347826087
"20151229","19",174.708333333333
"20151229","20",181.666666666667
"20151229","21",135.041666666667
"20151229","22",139.833333333333
"20151229","23",180.791666666667
"20151229","24",184.75
"20151229","25",95.375
"20151229","26",86
"20151229","27",234.125
"20151229","28",355.5
"20151229","29",343.541666666667
"20151229","30",351.291666666667
"20151229","31",266.583333333333
"20151229","32",282.291666666667
"20151229","33",250.041666666667
"20151229","34",294.25
"20151229","35",274.291666666667
"20151228","1",105.782608695652
"20151228","2",98.7391304347826
"20151228","3",104.086956521739
"20151228","4",105.347826086957
"20151228","5",116.652173913043
"20151228","6",108.782608695652
"20151228","7",106.434782608696
"20151228","8",158.478260869565
"20151228","9",88.304347826087
"20151228","10",121.608695652174
"20151228","11",121.260869565217
"20151228","12",105.173913043478
"20151228","13",150.608695652174
"20151228","14",149.086956521739
"20151228","15",123.347826086957
"20151228","16",102
"20151228","17",94.8260869565217
"20151228","18",99.9130434782609
"20151228","19",114.086956521739
"20151228","20",153.130434782609
"20151228","21",76.2608695652174
"20151228","22",65.2173913043478
"20151228","23",110.95652173913
"20151228","24",100.95652173913
"20151228","25",67.3913043478261
"20151228","26",51.2173913043478
"20151228","27",99.5652173913043
"20151228","28",148.95652173913
"20151228","29",168.04347826087
"20151228","30",188.95652173913
"20151228","31",107.434782608696
"20151228","32",110.130434782609
"20151228","33",121.913043478261
"20151228","34",116.304347826087
"20151228","35",123.260869565217
"20151227","1",151.041666666667
"20151227","2",143.333333333333
"20151227","3",166.791666666667
"20151227","4",169.083333333333
"20151227","5",158.791666666667
"20151227","6",151.291666666667
"20151227","7",187.083333333333
"20151227","8",105.416666666667
"20151227","9",155.708333333333
"20151227","10",199.25
"20151227","11",191.541666666667
"20151227","12",193.625
"20151227","13",208.166666666667
"20151227","14",169.166666666667
"20151227","15",140.958333333333
"20151227","16",120.166666666667
"20151227","17",157.041666666667
"20151227","18",217.833333333333
"20151227","19",220.541666666667
"20151227","20",167.5
"20151227","21",163.666666666667
"20151227","22",113.416666666667
"20151227","23",81.7916666666667
"20151227","24",242.833333333333
"20151227","25",135.5
"20151227","26",121.166666666667
"20151227","27",142.541666666667
"20151227","28",99.7083333333333
"20151227","29",121.791666666667
"20151227","30",223.916666666667
"20151227","31",140.041666666667
"20151227","32",151
"20151227","33",158.041666666667
"20151227","34",156.291666666667
"20151227","35",150.583333333333
"20151226","1",455.75
"20151226","2",421.5
"20151226","3",462.958333333333
"20151226","4",442.833333333333
"20151226","5",458.375
"20151226","6",436.625
"20151226","7",469.083333333333
"20151226","8",372.875
"20151226","9",436.291666666667
"20151226","10",483.833333333333
"20151226","11",454.5
"20151226","12",484.208333333333
"20151226","13",454.708333333333
"20151226","14",406.5
"20151226","15",391.458333333333
"20151226","16",386.583333333333
"20151226","17",420.541666666667
"20151226","18",452.25
"20151226","19",488.208333333333
"20151226","20",395.291666666667
"20151226","21",400.625
"20151226","22",372.666666666667
"20151226","23",78.75
"20151226","24",466.125
"20151226","25",94.25
"20151226","26",319.958333333333
"20151226","27",386.833333333333
"20151226","28",338.125
"20151226","29",283.25
"20151226","30",447
"20151226","31",433.666666666667
"20151226","32",404.866666666667
"20151226","33",448.066666666667
"20151226","34",456.708333333333
"20151226","35",442.583333333333
"20151225","1",395.625
"20151225","2",422.666666666667
"20151225","3",386.875
"20151225","4",485.375
"20151225","5",340.125
"20151225","6",371.869565217391
"20151225","7",327.666666666667
"20151225","8",211.625
"20151225","9",204.833333333333
"20151225","10",457.75
"20151225","11",338.416666666667
"20151225","12",348.333333333333
"20151225","13",462.125
"20151225","14",458.958333333333
"20151225","15",441.333333333333
"20151225","16",409.791666666667
"20151225","17",372.375
