"date","hour","metrics","value"
"20181231","0","SO2",7.82352941176471
"20181231","0","NO2",57.0882352941176
"20181231","0","O3",7.75757575757576
"20181231","0","CO",0.870588235294118
"20181231","1","SO2",8.51515151515152
"20181231","1","NO2",58.7575757575758
"20181231","1","O3",7.40625
"20181231","1","CO",0.966666666666667
"20181231","2","SO2",9.78787878787879
"20181231","2","NO2",59.3030303030303
"20181231","2","O3",6.375
"20181231","2","CO",1.05454545454545
"20181231","3","SO2",9.17647058823529
"20181231","3","NO2",58.6764705882353
"20181231","3","O3",5.87878787878788
"20181231","3","CO",1.06470588235294
"20181231","4","SO2",7.08823529411765
"20181231","4","NO2",55.7352941176471
"20181231","4","O3",6.42424242424242
"20181231","4","CO",0.964705882352941
"20181231","5","SO2",5.55882352941176
"20181231","5","NO2",53.1764705882353
"20181231","5","O3",7.15151515151515
"20181231","5","CO",0.894117647058824
"20181231","6","SO2",5
"20181231","6","NO2",50.9411764705882
"20181231","6","O3",7.48484848484848
"20181231","6","CO",0.85
"20181231","7","SO2",5.20588235294118
"20181231","7","NO2",49.5882352941176
"20181231","7","O3",7.48484848484848
"20181231","7","CO",0.847058823529412
"20181231","8","SO2",5.44117647058824
"20181231","8","NO2",48.3823529411765
"20181231","8","O3",7.51515151515152
"20181231","8","CO",0.864705882352941
"20181231","9","SO2",6.5
"20181231","9","NO2",44.7941176470588
"20181231","9","O3",10.4545454545455
"20181231","9","CO",0.920588235294118
"20181231","10","SO2",7.94117647058824
"20181231","10","NO2",43.7647058823529
"20181231","10","O3",13.3823529411765
"20181231","10","CO",0.967647058823529
"20181231","11","SO2",9.24242424242424
"20181231","11","NO2",41.2727272727273
"20181231","11","O3",19.25
"20181231","11","CO",0.933333333333333
"20181231","12","SO2",10.2058823529412
"20181231","12","NO2",41.4411764705882
"20181231","12","O3",23.1470588235294
"20181231","12","CO",0.897058823529412
"20181231","13","SO2",10.7647058823529
"20181231","13","NO2",44.5
"20181231","13","O3",24.4705882352941
"20181231","13","CO",0.914705882352941
"20181231","14","SO2",11.6470588235294
"20181231","14","NO2",48.5882352941176
"20181231","14","O3",23.7058823529412
"20181231","14","CO",0.905882352941176
"20181231","15","SO2",12.1515151515152
"20181231","15","NO2",53.5454545454545
"20181231","15","O3",20.6060606060606
"20181231","15","CO",0.918181818181818
"20181231","16","SO2",12.5882352941176
"20181231","16","NO2",56.1176470588235
"20181231","16","O3",18.7352941176471
"20181231","16","CO",0.935294117647059
"20181231","17","SO2",12.6363636363636
"20181231","17","NO2",62.030303030303
"20181231","17","O3",12.78125
"20181231","17","CO",0.939393939393939
"20181231","18","SO2",12.5
"20181231","18","NO2",67.4705882352941
"20181231","18","O3",8.24242424242424
"20181231","18","CO",1.03529411764706
"20181231","19","SO2",12.3529411764706
"20181231","19","NO2",67.9393939393939
"20181231","19","O3",6.67647058823529
"20181231","19","CO",1.09411764705882
"20181231","20","SO2",12.3823529411765
"20181231","20","NO2",68.1515151515152
"20181231","20","O3",6.20588235294118
"20181231","20","CO",1.11764705882353
"20181231","21","SO2",12.0294117647059
"20181231","21","NO2",67.7941176470588
"20181231","21","O3",6.20588235294118
"20181231","21","CO",1.12941176470588
"20181231","22","SO2",12.4411764705882
"20181231","22","NO2",68.7058823529412
"20181231","22","O3",5.23529411764706
"20181231","22","CO",1.19705882352941
"20181231","23","SO2",11.2647058823529
"20181231","23","NO2",67.5588235294118
"20181231","23","O3",4.61764705882353
"20181231","23","CO",1.25294117647059
"20181230","0","SO2",4.61764705882353
"20181230","0","NO2",42.2352941176471
"20181230","0","O3",22.4242424242424
"20181230","0","CO",0.573529411764706
"20181230","1","SO2",11
"20181230","1","NO2",42.9411764705882
"20181230","1","O3",20.4545454545455
"20181230","1","CO",0.555882352941176
"20181230","2","SO2",5.17647058823529
"20181230","2","NO2",38.7352941176471
"20181230","2","O3",22.3939393939394
"20181230","2","CO",0.515151515151515
"20181230","3","SO2",4.29411764705882
"20181230","3","NO2",38.7352941176471
"20181230","3","O3",26.2424242424242
"20181230","3","CO",0.508823529411765
"20181230","4","SO2",4.625
"20181230","4","NO2",38.21875
"20181230","4","O3",21.52
"20181230","4","CO",0.509375
"20181230","5","SO2",4.93939393939394
"20181230","5","NO2",37.030303030303
"20181230","5","O3",21.625
"20181230","5","CO",0.551515151515152
"20181230","6","SO2",4.85294117647059
"20181230","6","NO2",36.0588235294118
"20181230","6","O3",23.6969696969697
"20181230","6","CO",0.547058823529412
"20181230","7","SO2",4.91176470588235
"20181230","7","NO2",38.8235294117647
"20181230","7","O3",20.7272727272727
"20181230","7","CO",0.588235294117647
"20181230","8","SO2",5
"20181230","8","NO2",42.8823529411765
"20181230","8","O3",18.2424242424242
"20181230","8","CO",0.623529411764706
"20181230","9","SO2",5.64705882352941
"20181230","9","NO2",40.7647058823529
"20181230","9","O3",23.2121212121212
"20181230","9","CO",0.670588235294118
"20181230","10","SO2",5.94117647058824
"20181230","10","NO2",31.5
"20181230","10","O3",31.5454545454545
"20181230","10","CO",0.608823529411765
"20181230","11","SO2",6.12121212121212
"20181230","11","NO2",25.8181818181818
"20181230","11","O3",39
"20181230","11","CO",0.560606060606061
"20181230","12","SO2",6.35294117647059
"20181230","12","NO2",22.1470588235294
"20181230","12","O3",43.3636363636364
"20181230","12","CO",0.526470588235294
"20181230","13","SO2",5.96969696969697
"20181230","13","NO2",21
"20181230","13","O3",46.375
"20181230","13","CO",0.478787878787879
"20181230","14","SO2",5.39393939393939
