"date","metrics","value"
"20181231","1",58.5
"20181231","2",57.2916666666667
"20181231","3",58.1666666666667
"20181231","4",62.625
"20181231","5",58.0416666666667
"20181231","6",62.9166666666667
"20181231","7",53.125
"20181231","8",72.3636363636364
"20181231","10",61.625
"20181231","11",56.7083333333333
"20181231","12",54.7083333333333
"20181231","13",65.9583333333333
"20181231","14",79.25
"20181231","15",71.0416666666667
"20181231","16",69.1666666666667
"20181231","17",49.4347826086956
"20181231","18",56.4583333333333
"20181231","19",55.625
"20181231","20",44.0869565217391
"20181231","21",38.7083333333333
"20181231","22",42.7083333333333
"20181231","23",68.3333333333333
"20181231","24",73.4583333333333
"20181231","25",62.875
"20181231","26",35.7916666666667
"20181231","27",45.4583333333333
"20181231","28",114.217391304348
"20181231","29",106.125
"20181231","30",75.625
"20181231","31",57.5833333333333
"20181231","32",58.5
"20181231","33",56.9166666666667
"20181231","34",69.75
"20181231","35",67.1666666666667
"20181230","1",28.25
"20181230","2",29.625
"20181230","3",26.4166666666667
"20181230","4",30
"20181230","5",48.7916666666667
"20181230","6",31.25
"20181230","7",36.7916666666667
"20181230","8",55.304347826087
"20181230","10",33.3333333333333
"20181230","11",32.5
"20181230","12",33.375
"20181230","13",47.7916666666667
"20181230","14",58.6666666666667
"20181230","15",38.5416666666667
"20181230","16",27.4166666666667
"20181230","17",26.9130434782609
"20181230","18",42.5416666666667
"20181230","19",42.304347826087
"20181230","20",27.0833333333333
"20181230","21",20.8333333333333
"20181230","22",25.2857142857143
"20181230","23",60.0416666666667
"20181230","24",39.625
"20181230","25",52.7916666666667
"20181230","26",21.625
"20181230","27",21.9166666666667
"20181230","28",48.7916666666667
"20181230","29",50.0833333333333
"20181230","30",49.75
"20181230","31",30.75
"20181230","32",28.5652173913043
"20181230","33",32.4166666666667
"20181230","34",41.8695652173913
"20181230","35",39.25
"20181229","1",27.5833333333333
"20181229","2",29.8695652173913
"20181229","3",25.4166666666667
"20181229","4",26.6666666666667
"20181229","5",31.25
"20181229","6",30.0416666666667
"20181229","7",30.9166666666667
"20181229","8",32.1304347826087
"20181229","10",30.25
"20181229","11",25.2608695652174
"20181229","12",26.3333333333333
"20181229","13",54.0416666666667
"20181229","14",64.9130434782609
"20181229","15",36.375
"20181229","16",34.2608695652174
"20181229","17",30.4782608695652
"20181229","18",30.0416666666667
"20181229","19",30.9166666666667
"20181229","20",28.7083333333333
"20181229","21",27
"20181229","22",28.125
"20181229","23",39.4166666666667
"20181229","24",26.875
"20181229","25",51.4166666666667
"20181229","26",23.875
"20181229","27",21.5652173913043
"20181229","28",51.5
"20181229","29",87.125
"20181229","30",61.695652173913
"20181229","31",25.5833333333333
"20181229","32",28.8333333333333
"20181229","33",27.5416666666667
"20181229","34",43.1666666666667
"20181229","35",31.5416666666667
"20181228","1",42.4583333333333
"20181228","2",40.2916666666667
"20181228","3",34.6086956521739
"20181228","4",38.6666666666667
"20181228","5",45.2083333333333
"20181228","6",44.25
"20181228","7",37.85
"20181228","8",30.1739130434783
"20181228","10",33.1666666666667
"20181228","11",30.4347826086957
"20181228","12",23.1666666666667
"20181228","13",42.1666666666667
"20181228","14",53.875
"20181228","15",44.2916666666667
"20181228","16",51.5416666666667
"20181228","17",40.1304347826087
"20181228","18",52.0833333333333
"20181228","19",44.8
"20181228","20",20.3333333333333
"20181228","21",25.5833333333333
"20181228","22",28.5833333333333
"20181228","23",58.5416666666667
"20181228","24",47.9583333333333
"20181228","25",84.3478260869565
"20181228","26",23.5416666666667
"20181228","27",23
"20181228","28",55.5833333333333
"20181228","29",51.7083333333333
"20181228","30",61.4347826086956
"20181228","31",31.2083333333333
"20181228","32",32.5833333333333
"20181228","33",38.5
"20181228","34",41.2916666666667
"20181228","35",45.2916666666667
"20181227","1",55.2083333333333
"20181227","2",56.0833333333333
"20181227","3",48.1666666666667
"20181227","4",51.5416666666667
"20181227","5",61.125
"20181227","6",52.5833333333333
"20181227","7",50.6086956521739
"20181227","8",44.8636363636364
"20181227","10",49.9166666666667
"20181227","11",38.4166666666667
"20181227","12",30.25
"20181227","13",51.75
"20181227","14",57.5833333333333
"20181227","15",56.4583333333333
"20181227","16",54.2916666666667
"20181227","17",37.9130434782609
"20181227","18",49
"20181227","19",42.375
"20181227","20",19.5416666666667
"20181227","21",21.1666666666667
"20181227","22",24.2083333333333
"20181227","23",47.3333333333333
"20181227","24",44.5
"20181227","25",92.75
"20181227","26",27.625
"20181227","27",39.4583333333333
"20181227","28",61.875
"20181227","29",66.5416666666667
"20181227","30",51.2083333333333
"20181227","31",42.3333333333333
"20181227","32",44.6666666666667
"20181227","33",47.2083333333333
"20181227","34",49.2727272727273
"20181227","35",49.8333333333333
"20181226","1",33.9166666666667
"20181226","2",28.1904761904762
"20181226","3",25.0833333333333
"20181226","4",27.875
"20181226","5",29.5833333333333
"20181226","6",27.6666666666667
"20181226","7",29.8333333333333
"20181226","8",53.125
"20181226","10",29.0416666666667
"20181226","11",29.3333333333333
"20181226","12",24.125
"20181226","13",34.9583333333333
"20181226","14",34.2916666666667
"20181226","15",38.9583333333333
"20181226","16",29.0416666666667
"20181226","17",22.8695652173913
"20181226","18",31.5416666666667
"20181226","19",30.8695652173913
"20181226","20",24.6666666666667
"20181226","21",21.7826086956522
"20181226","22",23.9583333333333
"20181226","23",32.75
"20181226","24",38.25
"20181226","25",43
"20181226","26",24.0833333333333
"20181226","27",21.4583333333333
"20181226","28",47.1363636363636
"20181226","29",44.1666666666667
"20181226","30",37.4583333333333
"20181226","31",30.25
"20181226","32",27.6666666666667
"20181226","33",25.0833333333333
"20181226","34",36.7083333333333
"20181226","35",32
"20181225","1",65.4166666666667
"20181225","2",69.304347826087
"20181225","3",54.625
"20181225","4",67.7083333333333
"20181225","5",67.875
"20181225","6",75.4583333333333
"20181225","7",54.25
"20181225","8",78.4545454545455
"20181225","10",62.0833333333333
"20181225","11",41.7083333333333
"20181225","12",40.3913043478261
"20181225","13",58.3333333333333
"20181225","14",78.0833333333333
"20181225","15",79.3333333333333
"20181225","16",79.875
"20181225","17",61.5
"20181225","18",49.2608695652174
"20181225","19",50.3913043478261
"20181225","20",51.1739130434783
"20181225","21",47.4583333333333
"20181225","22",57.4166666666667
"20181225","23",68.5833333333333
"20181225","24",69.0416666666667
"20181225","25",55
"20181225","26",48.7826086956522
"20181225","27",65.9166666666667
"20181225","28",130.25
"20181225","29",115.666666666667
"20181225","30",93.3333333333333
"20181225","31",60.1666666666667
"20181225","32",65.625
"20181225","33",59.4347826086956
"20181225","34",75.85
"20181225","35",76.25
"20181224","1",84.75
"20181224","2",89.4782608695652
"20181224","3",78.1666666666667
"20181224","4",92.2083333333333
"20181224","5",87.375
"20181224","6",88.2083333333333
"20181224","7",74.9166666666667
"20181224","8",72.1666666666667
"20181224","10",94.5416666666667
"20181224","11",66.1666666666667
"20181224","12",70.2173913043478
"20181224","13",82.3333333333333
"20181224","14",101.333333333333
"20181224","15",100.666666666667
"20181224","16",93.5833333333333
"20181224","17",66.0416666666667
"20181224","18",63.0869565217391
"20181224","19",63.9583333333333
"20181224","20",47.2608695652174
"20181224","21",43.4583333333333
"20181224","22",52.3333333333333
"20181224","23",71.0833333333333
"20181224","24",83.2916666666667
"20181224","25",71.875
"20181224","26",38.9166666666667
"20181224","27",73.1666666666667
"20181224","28",135.875
"20181224","29",138.5
"20181224","30",88.8695652173913
"20181224","31",90.0416666666667
"20181224","32",93.75
"20181224","33",80.5
"20181224","34",112.7
"20181224","35",95.25
"20181223","1",53.4583333333333
"20181223","2",53.15
"20181223","3",45.0833333333333
"20181223","4",52.8333333333333
"20181223","5",58.875
"20181223","6",52.6666666666667
"20181223","7",52.7083333333333
"20181223","8",46.0454545454545
"20181223","10",47.0833333333333
"20181223","11",41.9130434782609
"20181223","12",37.0833333333333
"20181223","13",56.625
"20181223","14",54.8333333333333
"20181223","15",56.9166666666667
"20181223","16",57.5833333333333
"20181223","17",40.25
"20181223","18",51.125
"20181223","19",52.8571428571429
"20181223","20",28.5
"20181223","21",31.5416666666667
"20181223","22",36.4166666666667
"20181223","23",52.9583333333333
"20181223","24",49.375
"20181223","25",76.75
"20181223","26",28.4166666666667
"20181223","27",39.9583333333333
"20181223","28",64.125
"20181223","29",79.9130434782609
"20181223","30",63.6
"20181223","31",43.6666666666667
"20181223","32",45.4166666666667
"20181223","33",42.25
"20181223","34",55.2083333333333
"20181223","35",48
"20181222","1",80.3333333333333
"20181222","2",88.5416666666667
"20181222","3",67.25
"20181222","4",82.2916666666667
"20181222","5",77.9166666666667
"20181222","6",85.0833333333333
"20181222","7",67.1304347826087
"20181222","8",69.8333333333333
"20181222","10",83.2916666666667
"20181222","11",80.3333333333333
"20181222","12",60.0833333333333
"20181222","13",102.041666666667
"20181222","14",130.913043478261
"20181222","15",100.916666666667
"20181222","16",92.7083333333333
"20181222","17",62.9583333333333
"20181222","18",64.9583333333333
"20181222","19",65.1739130434783
"20181222","20",44.75
"20181222","21",58.5833333333333
"20181222","22",56.0833333333333
"20181222","23",74.2083333333333
"20181222","24",64.8333333333333
"20181222","25",72.9583333333333
"20181222","26",51.3913043478261
"20181222","27",62.7083333333333
"20181222","28",127.083333333333
"20181222","29",171.291666666667
"20181222","30",151.681818181818
"20181222","31",75.695652173913
"20181222","32",105.458333333333
"20181222","33",68.3333333333333
"20181222","34",85.4545454545455
"20181222","35",87.0833333333333
"20181221","1",103.416666666667
"20181221","2",114.791666666667
"20181221","3",99.6666666666667
"20181221","4",115.916666666667
"20181221","5",104.375
"20181221","6",108.375
"20181221","7",99.5833333333333
"20181221","8",87.5454545454545
"20181221","10",113.25
"20181221","11",109.583333333333
"20181221","12",109
"20181221","13",112.916666666667
"20181221","14",118.958333333333
"20181221","15",111
"20181221","16",109.083333333333
"20181221","17",95.9166666666667
"20181221","18",79.7916666666667
"20181221","19",102.166666666667
"20181221","20",72.6666666666667
"20181221","21",77.9583333333333
"20181221","22",80.4583333333333
"20181221","23",99.125
"20181221","24",86
"20181221","25",98.7083333333333
"20181221","26",70.7083333333333
"20181221","27",71.4583333333333
"20181221","28",136.833333333333
"20181221","29",138.95652173913
"20181221","30",143.272727272727
"20181221","31",102.708333333333
"20181221","32",142.25
"20181221","33",100.791666666667
"20181221","34",121.136363636364
"20181221","35",108.875
"20181220","1",82.7083333333333
"20181220","2",91.0416666666667
"20181220","3",76.2173913043478
"20181220","4",75.2083333333333
"20181220","5",82.2083333333333
"20181220","6",80.9166666666667
"20181220","7",71.4166666666667
"20181220","8",86.4347826086957
"20181220","10",92.2083333333333
"20181220","11",80.1666666666667
"20181220","12",77.6666666666667
"20181220","13",88.75
"20181220","14",111
"20181220","15",95.75
"20181220","16",92.5416666666667
"20181220","17",75.3333333333333
"20181220","18",71.2916666666667
"20181220","19",72
"20181220","20",54.4166666666667
"20181220","21",57.5416666666667
"20181220","22",62.4166666666667
"20181220","23",74.0416666666667
"20181220","24",87.125
"20181220","25",74.375
"20181220","26",46.75
"20181220","27",66.8333333333333
"20181220","28",195.666666666667
"20181220","29",128.833333333333
"20181220","30",117.208333333333
"20181220","31",81.7083333333333
"20181220","32",84.7916666666667
"20181220","33",79.6521739130435
"20181220","34",99.1666666666667
"20181220","35",102.736842105263
"20181219","1",58.1666666666667
"20181219","2",62.4583333333333
"20181219","3",62.5
"20181219","4",60.875
"20181219","5",66.1666666666667
"20181219","6",58.2083333333333
"20181219","7",66.3333333333333
"20181219","8",78.4782608695652
"20181219","10",73.25
"20181219","11",65.4583333333333
"20181219","12",63.2083333333333
"20181219","13",79.8260869565217
"20181219","14",89.5833333333333
"20181219","15",69.75
"20181219","16",64.25
"20181219","17",49.1666666666667
"20181219","18",62.1304347826087
"20181219","19",70
"20181219","20",42.2173913043478
"20181219","21",41.8260869565217
"20181219","22",48.4166666666667
"20181219","23",73.875
"20181219","24",61.3333333333333
"20181219","25",72.25
"20181219","26",31
"20181219","27",36.875
"20181219","28",134.666666666667
"20181219","29",80.25
"20181219","30",103.136363636364
"20181219","31",63.5416666666667
"20181219","32",71.5
"20181219","33",66.9583333333333
"20181219","34",85.875
"20181219","35",63.4583333333333
"20181218","1",52.25
"20181218","2",57.3333333333333
"20181218","3",50.25
"20181218","4",55.6666666666667
"20181218","5",62.8260869565217
"20181218","6",57.8333333333333
"20181218","7",61.5
"20181218","8",63.7916666666667
"20181218","10",59.5
"20181218","11",54.625
"20181218","12",53.7916666666667
"20181218","13",66.9565217391304
"20181218","14",66.2173913043478
"20181218","15",58.9583333333333
"20181218","16",62.1666666666667
"20181218","17",43.5416666666667
"20181218","18",47.3333333333333
"20181218","19",56.625
"20181218","20",47.0833333333333
"20181218","21",37.6666666666667
"20181218","22",44.9166666666667
"20181218","23",57.9583333333333
"20181218","24",44.5833333333333
"20181218","25",62.9583333333333
"20181218","26",31.875
"20181218","27",43.5416666666667
"20181218","28",90
"20181218","29",103.5
"20181218","30",94.2173913043478
"20181218","31",56.5833333333333
"20181218","32",65.3333333333333
"20181218","33",59.4583333333333
"20181218","34",73.2608695652174
"20181218","35",78.3333333333333
"20181217","1",47.4166666666667
"20181217","2",46.8333333333333
"20181217","3",46.875
"20181217","4",47.2916666666667
"20181217","5",53.8333333333333
"20181217","6",43.7916666666667
"20181217","7",56
"20181217","8",43.4166666666667
"20181217","10",54.5
"20181217","11",45.5217391304348
"20181217","12",49.3478260869565
"20181217","13",61.0454545454545
"20181217","14",60.625
"20181217","15",50.5833333333333
"20181217","16",57.5
"20181217","17",41.875
"20181217","18",42.0416666666667
"20181217","19",52.5416666666667
"20181217","20",35.9583333333333
"20181217","21",33.8333333333333
"20181217","22",48.5833333333333
"20181217","23",42.0833333333333
"20181217","24",33.8333333333333
"20181217","25",60.0833333333333
"20181217","26",27.0416666666667
"20181217","27",35.0833333333333
"20181217","28",61.6666666666667
"20181217","29",90.7916666666667
"20181217","30",100.958333333333
"20181217","31",51.5416666666667
"20181217","32",49
"20181217","33",49.9166666666667
"20181217","34",67.4210526315789
"20181217","35",51.5416666666667
