"date","hour","metrics","value"
"20161229","0","PM2.5",20.1470588235294
"20161229","0","PM10",31.7586206896552
"20161229","0","AQI",91.5882352941177
"20161229","1","PM2.5",22.7941176470588
"20161229","1","PM10",34.7777777777778
"20161229","1","AQI",85.7352941176471
"20161229","2","PM2.5",22.969696969697
"20161229","2","PM10",36.5
"20161229","2","AQI",79.3939393939394
"20161229","3","PM2.5",22.2058823529412
"20161229","3","PM10",35.2222222222222
"20161229","3","AQI",73.4705882352941
"20161229","4","PM2.5",21.1818181818182
"20161229","4","PM10",30.7083333333333
"20161229","4","AQI",66.969696969697
"20161229","5","PM2.5",19.5
"20161229","5","PM10",20.5384615384615
"20161229","5","AQI",61.0625
"20161229","6","PM2.5",18.8181818181818
"20161229","6","PM10",24.0689655172414
"20161229","6","AQI",55.2727272727273
"20161229","7","PM2.5",19.8484848484848
"20161229","7","PM10",25.9310344827586
"20161229","7","AQI",49.5757575757576
"20161229","8","PM2.5",22.625
"20161229","8","PM10",37.4444444444444
"20161229","8","AQI",46.4375
"20161229","9","PM2.5",21.28125
"20161229","9","PM10",41.037037037037
"20161229","9","AQI",36.0625
"20161228","0","PM2.5",134.714285714286
"20161228","0","PM10",136.4
"20161228","0","AQI",66.8857142857143
"20161228","1","PM2.5",136.542857142857
"20161228","1","PM10",128.545454545455
"20161228","1","AQI",72.9142857142857
"20161228","2","PM2.5",139.914285714286
"20161228","2","PM10",135.777777777778
"20161228","2","AQI",78.5428571428571
"20161228","3","PM2.5",144.057142857143
"20161228","3","PM10",137.9
"20161228","3","AQI",86.0571428571429
"20161228","4","PM2.5",143.371428571429
"20161228","4","PM10",135.888888888889
"20161228","4","AQI",89.9714285714286
"20161228","5","PM2.5",146.028571428571
"20161228","5","PM10",132.375
"20161228","5","AQI",96.2285714285714
"20161228","6","PM2.5",137.705882352941
"20161228","6","PM10",129.5
"20161228","6","AQI",102.764705882353
"20161228","7","PM2.5",134.885714285714
"20161228","7","PM10",138.058823529412
"20161228","7","AQI",107.628571428571
"20161228","8","PM2.5",129.735294117647
"20161228","8","PM10",139.904761904762
"20161228","8","AQI",113.764705882353
"20161228","9","PM2.5",116.028571428571
"20161228","9","PM10",138.529411764706
"20161228","9","AQI",117.8
"20161228","10","PM2.5",87.5714285714286
"20161228","10","PM10",98.2727272727273
"20161228","10","AQI",121.057142857143
"20161228","11","PM2.5",68.0588235294118
"20161228","11","PM10",67.8421052631579
"20161228","11","AQI",123.058823529412
"20161228","12","PM2.5",41.8285714285714
"20161228","12","PM10",49.0454545454545
"20161228","12","AQI",124.485714285714
"20161228","13","PM2.5",30.8285714285714
"20161228","13","PM10",30.85
"20161228","13","AQI",125.2
"20161228","14","PM2.5",20.0625
"20161228","14","PM10",38.9166666666667
"20161228","14","AQI",123.84375
"20161228","15","PM2.5",14.4838709677419
"20161228","15","PM10",33.125
"20161228","15","AQI",124.71875
"20161228","16","PM2.5",15.5151515151515
"20161228","16","PM10",36.5862068965517
"20161228","16","AQI",123.794117647059
